,Taxon ID,Taxon ID InfoSpecies,Taxon Name,Habitatkombination,Jura,Mittelland,habitat,Kollin,Montan,JU,BE,Priorität,Verantwortung,protection
1697,242900,infoflora:242900,Lolium remotum Schrank,0,D,C,[7],B,0,D,C,2,1,[]
1698,243000,infoflora:243000,Lolium rigidum Gaudin,0,D,A,"[7, 8]",A,A,D,C,4,1,[]
1699,243100,infoflora:243100,Lolium temulentum L.,0,C,B,[8],A,D,D,D,2,1,['Landwirtschaftl. UZL-Art']
1700,243200,infoflora:243200,Lomatogonium carinthiacum (Wulfen) Rchb.,0,0,0,"[2, 4]",0,0,0,0,3,1,[]
1701,243300,infoflora:243300,Lomelosia graminifolia (L.) Greuter & Burdet,0,0,0,[4],A,A,0,0,4,1,['Landwirtschaftl. UZL-Art']
1702,243700,infoflora:243700,Lonicera etrusca Santi,0,0,0,"[5, 6]",A,A,0,0,4,2,[]
1703,242,nism:242,Lophozia bicrenata (Hoffm.) Dumort.,0,0,C,"[5, 6]",B,A,0,A,4,1,[]
1704,255,nism:255,Lophozia grandiretis (Kaal.) Schiffn.,0,0,0,[6],0,0,0,B,4,1,[]
1705,259,nism:259,Lophozia laxa (Lindb.) Grolle,0,B,0,"[2, 6]",0,B,D,B,3,1,[]
1706,268,nism:268,Lophozia perssonii H.Buch & S.W.Arnell,0,0,0,[],0,B,0,0,4,1,[]
1707,245300,infoflora:245300,Ludwigia palustris (L.) Elliott,0,0,A,[2],A,0,0,D,2,1,[]
1708,249400,infoflora:249400,Lycopodiella inundata (L.) Holub,0,D,A,[2],A,A,0,A,4,1,[]
1709,251700,infoflora:251700,Lysimachia thyrsiflora L.,0,A,A,[2],A,A,C,A,4,1,['Landwirtschaftl. UZL-Art']
1710,251900,infoflora:251900,Lythrum hyssopifolia L.,0,D,A,[2],A,0,0,A,2,1,['Landwirtschaftl. UZL-Art']
1711,252000,infoflora:252000,Lythrum portula (L.) D. A. Webb,0,A,A,[2],A,B,A,C,3,1,['Landwirtschaftl. UZL-Art']
1712,252600,infoflora:252600,Malaxis monophyllos (L.) Sw.,0,0,0,[6],0,A,0,A,4,1,[]
1713,278,nism:278,Mannia androgyna (L.) A.Evans,0,0,0,"[3, 7]",A,0,0,0,2,1,[]
1714,280,nism:280,Mannia fragrans (Balbis) Frye & L.Clark,0,0,D,[4],A,B,0,D,4,1,['Landwirtschaftl. UZL-Art']
1715,283,nism:283,Mannia pilosa (Hornem.) Frye & L.Clark,0,0,0,[4],0,B,0,0,4,1,[]
1716,286,nism:286,Mannia triandra (Scop.) Grolle,0,0,0,[3],A,0,0,0,3,1,[]
1717,289,nism:289,Marchantia paleacea Bertol.,0,0,0,[],D,0,0,0,4,1,[]
1718,253800,infoflora:253800,Marrubium vulgare L.,0,C,A,[7],A,A,C,C,3,1,['Landwirtschaftl. UZL-Art']
1719,253900,infoflora:253900,Marsilea quadrifolia L.,0,A,A,[2],A,0,A,A,2,1,['Geschützte Art NHV']
1720,161,nism:161,Marsupella apiculata Schiffn.,0,0,0,"[3, 4]",D,0,0,D,4,1,[]
1721,298,nism:298,Marsupella boeckii (Austin) Kaal.,0,0,0,[3],0,0,0,0,4,1,[]
1722,313,nism:313,Marsupella sparsifolia (Lindb.) Dumort.,0,0,0,[3],0,0,0,D,4,1,[]
1723,254500,infoflora:254500,Matteuccia struthiopteris (L.) Tod.,0,0,B,[6],A,A,0,0,4,1,['Geschützte Art NHV']
1724,254700,infoflora:254700,Matthiola valesiaca Boiss.,0,0,0,"[3, 4]",A,A,0,0,2,3,['Endemische Art']
1725,1677,nism:1677,Meesia longiseta Hedw.,0,D,D,[2],D,D,D,D,2,1,[]
1726,256200,infoflora:256200,Melampyrum arvense L.,0,A,A,[5],A,A,A,A,4,1,['Landwirtschaftl. UZL-Art']
1727,256400,infoflora:256400,Melampyrum nemorosum L.,0,A,A,"[5, 6]",A,A,D,A,2,2,"['Waldzielart', 'Landwirtschaftl. UZL-Art', 'Geschützte Art NHV']"
1728,257000,infoflora:257000,Melica transsilvanica Schur,0,0,0,[4],A,A,0,0,4,1,['Landwirtschaftl. UZL-Art']
1729,258300,infoflora:258300,Mentha pulegium L.,0,0,A,"[2, 7]",A,A,0,D,3,1,[]
1730,259000,infoflora:259000,Mercurialis ovata Sternb. & Hoppe,0,0,0,[6],0,0,0,0,3,2,[]
1731,259200,infoflora:259200,Mespilus germanica L.,0,A,A,"[5, 6]",A,A,0,A,4,1,[]
1732,259300,infoflora:259300,Meum athamanticum Jacq.,0,A,A,[4],0,A,0,A,4,1,['Landwirtschaftl. UZL-Art']
1733,1805,nism:1805,Microbryum curvicollum (Hedw.) R.H.Zander,0,B,A,"[4, 8]",A,B,0,B,3,1,['Landwirtschaftl. UZL-Art']
1734,1811,nism:1811,Microbryum floerkeanum (F.Weber & D.Mohr) Schimp.,0,0,D,[],D,0,0,0,2,1,[]
1735,2004,nism:2004,Microbryum starckeanum (Hedw.) R.H.Zander,0,0,B,[4],A,0,0,0,3,1,['Landwirtschaftl. UZL-Art']
1736,259500,infoflora:259500,Micropus erectus L.,0,0,D,[4],A,0,0,0,2,1,['Landwirtschaftl. UZL-Art']
1737,259600,infoflora:259600,Micropyrum tenellum (L.) Link,0,0,D,[4],D,0,0,0,2,1,[]
1738,1681,nism:1681,Mielichhoferia elongata (Hook.) Hornsch.,0,0,0,[3],C,B,0,0,4,1,[]
1739,1683,nism:1683,Mielichhoferia mielichhoferiana (Funck) Loeske,0,0,0,[3],C,A,0,D,4,1,[]
1740,260300,infoflora:260300,Minuartia biflora (L.) Schinz & Thell.,0,0,0,[4],0,0,0,B,4,3,[]
1741,260400,infoflora:260400,Minuartia capillacea (All.) Graebn.,0,A,0,[3],0,B,0,0,4,1,[]
1742,260600,infoflora:260600,Minuartia cherlerioides subsp. rionii (Gremli) Friedrich,0,0,0,[3],0,0,0,0,2,3,['Endemische Art']
1743,261900,infoflora:261900,Minuartia stricta (Sw.) Hiern,0,D,0,[2],D,D,0,0,2,1,[]
1744,262200,infoflora:262200,Minuartia viscosa (Schreb.) Schinz & Thell.,0,0,D,[4],A,A,0,0,1,3,[]
1745,262300,infoflora:262300,Misopates orontium (L.) Raf.,0,A,A,[8],A,A,C,A,4,1,['Landwirtschaftl. UZL-Art']
1746,263100,infoflora:263100,Moenchia erecta (L.) G. Gaertn. & al.,0,0,0,[4],99,99,0,0,2,1,[]
1747,263200,infoflora:263200,Moenchia mantica (L.) Bartl.,0,D,D,[4],A,0,0,D,3,1,['Landwirtschaftl. UZL-Art']
1748,323,nism:323,Moerckia hibernica aggr.,0,D,C,[2],C,A,0,A,3,1,[]
1749,264100,infoflora:264100,Montia fontana L. subsp. fontana,0,0,0,[1],A,A,0,0,4,1,[]
1750,264200,infoflora:264200,Montia fontana subsp. amporitana Sennen,0,0,0,[1],D,0,0,0,2,1,[]
1751,264300,infoflora:264300,Montia fontana subsp. chondrosperma (Fenzl) Walters,0,0,D,[2],A,A,0,D,2,1,[]
1752,265200,infoflora:265200,Muscari botryoides (L.) Mill.,0,A,A,[4],A,A,0,A,4,1,['Landwirtschaftl. UZL-Art']
1753,327,nism:327,Mylia taylorii (Hook.) Gray,0,0,0,"[2, 6]",D,0,0,A,4,1,[]
1754,266000,infoflora:266000,Myosotis cespitosa Schultz,0,A,A,[2],A,A,A,A,4,1,[]
1755,266200,infoflora:266200,Myosotis discolor Pers.,0,A,A,[4],A,A,A,A,3,1,[]
1756,266360,infoflora:266360,Myosotis minutiflora Boiss. & Reut.,0,A,0,[3],0,A,0,0,3,2,[]
1757,266700,infoflora:266700,Myosotis rehsteineri Wartm.,0,0,A,[2],A,0,0,0,1,3,"['Endemische Art', 'Geschützte Art NHV']"
1758,267400,infoflora:267400,Myosurus minimus L.,0,D,A,[2],A,0,D,D,2,1,['Landwirtschaftl. UZL-Art']
1759,267500,infoflora:267500,Myricaria germanica (L.) Desv.,0,D,A,"[3, 5]",A,A,0,A,4,1,[]
1760,267600,infoflora:267600,Myriophyllum alterniflorum DC.,0,0,0,[1],A,0,0,0,3,1,[]
1761,268200,infoflora:268200,Najas flexilis (Willd.) Rostk. & W. L. E. Schmidt,0,0,D,[1],D,0,0,0,2,1,[]
1762,268500,infoflora:268500,Najas minor All.,0,0,A,[1],A,0,0,A,3,1,[]
1763,269400,infoflora:269400,Narcissus ×verbanensis (Herb.) M. Roem.,0,0,0,[4],A,A,0,0,2,3,"['Landwirtschaftl. UZL-Art', 'Endemische Art']"
1764,329,nism:329,Nardia breidleri (Limpr.) Lindb.,0,0,0,[4],0,0,0,C,4,1,[]
1765,335,nism:335,Nardia insecta Lindb.,0,0,0,[],0,0,0,D,4,1,[]
1766,269800,infoflora:269800,Nasturtium microphyllum (Boenn.) Rchb.,0,D,A,[2],A,0,0,A,3,1,[]
1767,1512,nism:1512,Neckera besseri (Lobarz.) Jur.,0,0,A,[6],A,A,0,B,3,1,[]
1768,1707,nism:1707,Neckera menziesii Drumm.,0,D,0,[3],D,A,0,D,2,1,[]
1769,1715,nism:1715,Neckera pennata Hedw.,0,0,B,[6],B,A,0,D,2,1,[]
1770,1716,nism:1716,Neckera pumila Hedw.,0,A,A,[6],A,A,A,A,4,1,[]
1771,270200,infoflora:270200,Nepeta cataria L.,0,B,A,[7],A,A,C,A,3,1,['Landwirtschaftl. UZL-Art']
1772,270400,infoflora:270400,Nepeta nuda L.,0,0,0,"[4, 7]",0,A,0,0,3,2,['Landwirtschaftl. UZL-Art']
1773,270695,infoflora:270695,Neslia paniculata (L.) Desv.,0,0,A,"[7, 8]",A,A,0,D,3,1,[]
1774,271300,infoflora:271300,Nigella arvensis L.,0,A,A,[8],A,A,A,A,2,1,['Landwirtschaftl. UZL-Art']
1775,271450,infoflora:271450,Nigritella austriaca (Teppner & E. Klein) P. Delforge,0,A,0,[4],0,A,A,A,4,1,[]
1776,271800,infoflora:271800,Nigritella rubra (Wettst.) K. Richt.,0,0,0,[4],0,0,0,A,4,2,['Landwirtschaftl. UZL-Art']
1777,2058,nism:2058,Nogopterium gracile (Hedw.) Crosby & W.R.Buck,0,0,0,[6],A,A,0,0,4,1,[]
1778,272200,infoflora:272200,Notholaena marantae (L.) Desv.,0,0,0,[3],A,A,0,0,3,1,[]
1779,500200,infoflora:500200,Chara aspera Willd.,,A,A,"[1, 2]",A,A,0,A,4,1,[]
1780,500800,infoflora:500800,Chara delicatula C. Agardh,,A,A,"[1, 2]",A,A,0,A,4,1,[]
1781,272400,infoflora:272400,Nuphar pumila (Timm) DC.,0,0,A,[1],A,A,0,0,1,3,['Geschützte Art NHV']
1782,501000,infoflora:501000,Chara filiformis Hertzsch,,0,0,[1],A,A,0,0,3,1,[]
1783,501400,infoflora:501400,Chara hispida L.,,A,A,"[1, 2]",A,A,0,A,4,1,[]
1784,501700,infoflora:501700,Chara intermedia A. Braun,,C,A,"[1, 2]",A,A,0,A,3,1,[]
1785,502000,infoflora:502000,Chara polyacantha A. Braun,,0,D,[1],A,C,0,0,2,1,[]
1786,502200,infoflora:502200,Chara strigosa A. Braun,,A,A,"[1, 2]",A,A,0,0,1,3,[]
1787,502300,infoflora:502300,Chara tenuispina A. Braun,,0,0,[1],0,0,0,0,2,1,[]
1788,502400,infoflora:502400,Chara tomentosa L.,,D,A,[1],A,A,0,A,4,1,[]
1789,502600,infoflora:502600,Chara vulgaris L.,,A,A,"[1, 2]",A,A,A,A,4,1,[]
1790,273150,infoflora:273150,Odontites vernus (Bellardi) Dumort.,0,A,A,"[7, 8]",A,A,C,A,3,1,[]
1791,503000,infoflora:503000,Nitella batrachosperma (Reich.) A.Braun,,0,D,"[1, 2]",D,0,0,0,2,1,[]
1792,503100,infoflora:503100,Nitella capillaris (Krock.) J. Groves & Bull.-Webst.,,0,D,"[1, 2]",D,0,0,D,2,1,[]
1793,503300,infoflora:503300,Nitella flexilis (L.) C. Agardh,,0,A,[1],A,0,0,0,2,1,[]
1794,503400,infoflora:503400,Nitella gracilis (Sm.) C. Agardh,,0,A,"[1, 2]",A,0,0,0,3,1,[]
1795,503500,infoflora:503500,Nitella hyalina (DC.) C. Agardh,,0,D,"[1, 2]",D,0,0,0,1,2,[]
1796,503600,infoflora:503600,Nitella mucronata (A. Braun) Miq.,,0,A,"[1, 2]",A,0,0,D,3,1,[]
1797,503700,infoflora:503700,Nitella opaca (Bruzelius) C. Agardh,,A,A,"[1, 2]",A,A,0,A,4,1,[]
1798,503800,infoflora:503800,Nitella syncarpa (Thuill.) Chevall.,,D,A,"[1, 2]",A,B,0,A,3,1,[]
1799,503900,infoflora:503900,Nitella tenuissima (Desv.) Kütz.,,0,B,"[1, 2]",B,0,0,0,2,1,[]
1800,504200,infoflora:504200,Tolypella glomerata (Desv.) Leonh.,,A,D,"[1, 2]",A,A,0,A,3,1,[]
1801,504300,infoflora:504300,Tolypella intricata (Roth.) Leonh.,,0,D,"[1, 2]",D,0,0,0,2,1,[]
1802,273400,infoflora:273400,Odontites viscosus (L.) Clairv.,0,0,0,[6],A,A,0,0,3,2,[]
1803,273500,infoflora:273500,Odontites vulgaris Moench,0,A,A,"[4, 7]",A,A,A,A,4,1,[]
1804,343,nism:343,Odontoschisma macounii (Austin) Underw.,0,0,0,"[5, 6]",D,0,0,A,4,1,[]
1805,344,nism:344,Odontoschisma sphagni (Dicks.) Dumort.,0,B,0,[2],0,B,0,0,4,1,[]
1806,273600,infoflora:273600,Oenanthe aquatica (L.) Poir.,0,A,A,[2],A,A,A,D,3,1,[]
1807,273700,infoflora:273700,Oenanthe fistulosa L.,0,D,A,[2],A,A,D,A,3,1,['Landwirtschaftl. UZL-Art']
1808,273900,infoflora:273900,Oenanthe lachenalii C. C. Gmel.,0,0,A,[2],A,0,0,A,2,1,[]
1809,274000,infoflora:274000,Oenanthe peucedanifolia Pollich,0,0,0,[2],A,0,0,0,2,1,[]
1810,1724,nism:1724,Oncophorus wahlenbergii Brid.,0,0,0,"[2, 3]",0,0,0,B,4,1,[]
1811,276900,infoflora:276900,Onopordum acanthium L.,0,A,A,[7],A,A,A,A,4,1,['Landwirtschaftl. UZL-Art']
1812,277200,infoflora:277200,Onosma helvetica (A. DC.) Boiss.,0,0,0,"[4, 6]",A,A,0,0,1,3,"['Waldzielart', 'Endemische Art']"
1813,277400,infoflora:277400,Onosma pseudoarenaria Schur,0,0,0,[4],A,A,0,0,3,2,['Landwirtschaftl. UZL-Art']
1814,277900,infoflora:277900,Ophioglossum vulgatum L.,0,A,A,[2],A,A,B,A,4,1,['Landwirtschaftl. UZL-Art']
1815,277950,infoflora:277950,Ophrys apifera Huds.,0,A,A,[4],A,A,A,A,4,1,['Landwirtschaftl. UZL-Art']
1816,278300,infoflora:278300,Ophrys araneola Rchb.,0,A,A,"[4, 5]",A,A,A,B,4,1,[]
1817,278900,infoflora:278900,Ophrys holosericea (Burm. f.) Greuter subsp. holosericea,0,A,A,"[4, 5]",A,A,A,A,4,1,['Landwirtschaftl. UZL-Art']
1818,279000,infoflora:279000,Ophrys holosericea subsp. elatior (R. Engel & P. Quentin) H. Baumann & Künkele,0,0,A,[4],A,0,0,0,3,1,[]
1819,279100,infoflora:279100,Ophrys insectifera L.,0,A,A,"[2, 4, 6]",A,A,A,A,4,1,['Landwirtschaftl. UZL-Art']
1820,279200,infoflora:279200,Ophrys sphegodes Mill.,0,A,A,"[4, 5]",A,A,A,C,3,1,['Landwirtschaftl. UZL-Art']
1821,280000,infoflora:280000,Orchis coriophora L.,0,D,A,"[4, 5]",A,A,0,0,3,1,['Landwirtschaftl. UZL-Art']
1822,280700,infoflora:280700,Orchis laxiflora Lam.,0,D,D,[2],A,D,0,0,2,1,[]
1823,281100,infoflora:281100,Orchis morio L.,0,A,A,"[2, 4]",A,A,A,A,4,1,['Landwirtschaftl. UZL-Art']
1824,281200,infoflora:281200,Orchis pallens L.,0,A,A,"[5, 6]",A,A,0,A,4,1,[]
1825,281300,infoflora:281300,Orchis palustris Jacq.,0,0,A,[2],A,0,0,A,4,1,[]
1826,281400,infoflora:281400,Orchis papilionacea L.,0,0,0,[],A,0,0,0,2,1,[]
1827,281500,infoflora:281500,Orchis provincialis DC.,0,0,0,"[4, 5, 6]",A,A,0,0,2,1,"['Waldzielart', 'Landwirtschaftl. UZL-Art']"
1828,281600,infoflora:281600,Orchis purpurea Huds.,0,A,A,"[5, 6]",A,A,B,A,4,1,[]
1829,281800,infoflora:281800,Orchis simia Lam.,0,A,A,"[4, 5]",A,A,C,A,4,1,['Landwirtschaftl. UZL-Art']
1830,281900,infoflora:281900,Orchis spitzelii W. D. J. Koch,0,0,0,"[4, 6]",0,0,0,0,1,2,['Landwirtschaftl. UZL-Art']
1831,282100,infoflora:282100,Orchis tridentata Scop.,0,0,0,"[4, 5]",A,A,0,0,4,1,['Landwirtschaftl. UZL-Art']
1832,1727,nism:1727,Oreas martiana (Hoppe & Hornsch.) Brid.,0,0,0,[3],0,D,0,0,1,3,[]
1833,1728,nism:1728,Oreoweisia torquescens (Brid.) Wijk & Margad.,0,0,0,[3],0,0,0,0,1,3,[]
1834,282700,infoflora:282700,Orlaya grandiflora (L.) Hoffm.,0,A,A,"[4, 8]",A,A,D,A,4,1,[]
1835,283200,infoflora:283200,Ornithogalum nutans L.,0,A,A,[5],A,A,D,A,4,1,['Landwirtschaftl. UZL-Art']
1836,283900,infoflora:283900,Ornithopus perpusillus L.,0,D,C,"[4, 8]",C,D,0,D,2,1,[]
1837,284100,infoflora:284100,Orobanche alsatica Kirschl. subsp. alsatica,0,A,A,"[5, 6]",A,C,C,A,3,1,[]
1838,284150,infoflora:284150,Orobanche alsatica subsp. libanotidis (Rupr.) Pusch,0,A,0,"[4, 5, 6]",A,A,C,A,2,1,[]
1839,284400,infoflora:284400,Orobanche arenaria Borkh.,0,0,A,[4],A,A,0,0,4,1,[]
1840,284650,infoflora:284650,Orobanche bohemica Celak.,0,0,0,[4],99,99,0,0,4,1,[]
1841,284900,infoflora:284900,Orobanche elatior Sutton,0,A,A,"[4, 5]",A,A,C,A,3,1,['Landwirtschaftl. UZL-Art']
1842,285100,infoflora:285100,Orobanche gracilis Sm.,0,A,A,"[4, 5]",A,A,D,C,4,1,[]
1843,285400,infoflora:285400,Orobanche laserpitii-sileris Jord.,0,A,0,"[4, 5]",0,A,C,A,4,2,['Landwirtschaftl. UZL-Art']
1844,285600,infoflora:285600,Orobanche lucorum F. W. Schultz,0,0,0,[5],0,A,0,0,3,1,['Landwirtschaftl. UZL-Art']
1845,285700,infoflora:285700,Orobanche lutea Baumg.,0,A,A,[5],A,A,0,C,3,1,[]
1846,286000,infoflora:286000,Orobanche picridis F. W. Schultz,0,A,A,"[4, 7]",A,C,0,0,2,1,[]
1847,286100,infoflora:286100,Orobanche purpurea Jacq.,0,A,A,[4],A,A,D,C,4,1,[]
1848,286200,infoflora:286200,Orobanche ramosa L.,0,D,C,[8],B,0,D,D,2,1,[]
1849,286500,infoflora:286500,Orobanche salviae F. W. Schultz,0,0,0,[6],A,A,0,D,3,1,[]
1850,1733,nism:1733,Orthothecium chryseon (Schwägr.) Schimp.,0,0,0,[3],C,0,0,C,2,1,[]
1851,1736,nism:1736,Orthothecium strictum Lorentz,0,D,0,[3],D,D,0,A,3,1,[]
1852,1743,nism:1743,Orthotrichum alpestre Bruch & Schimp.,0,B,D,[6],D,A,0,A,2,2,[]
1853,1746,nism:1746,Orthotrichum callistomum Bruch & Schimp.,0,0,0,[],0,D,0,D,1,3,[]
1854,2666,nism:2666,Orthotrichum laevigatum J.E.Zetterst.,0,0,0,[],0,0,0,0,4,1,[]
1855,1759,nism:1759,Orthotrichum microcarpum De Not.,0,0,A,[],D,0,0,0,2,1,[]
1856,1767,nism:1767,Orthotrichum pulchellum Brunt.,0,0,A,[],0,A,0,0,4,1,[]
1857,1773,nism:1773,Orthotrichum rogeri Brid.,0,A,A,[6],A,A,0,A,3,2,[]
1858,1777,nism:1777,Orthotrichum scanicum Gronvall,0,D,A,[6],A,A,0,A,1,2,['Waldzielart']
1859,1781,nism:1781,Orthotrichum stellatum Brid.,0,D,A,[6],A,B,0,A,1,2,[]
1860,1787,nism:1787,Orthotrichum tenellum Brid.,0,D,A,[6],A,A,0,A,4,1,[]
1861,1788,nism:1788,Orthotrichum urnigerum Myrin,0,D,A,[],A,D,0,0,2,1,[]
1862,287000,infoflora:287000,Osmunda regalis L.,0,0,D,[6],A,A,0,0,4,1,[]
1863,2520,nism:2520,Oxymitra incrassata (Brot.) Sérgio & Sim-Sim,0,0,0,[4],A,B,0,0,4,1,['Landwirtschaftl. UZL-Art']
1864,1347,nism:1347,Oxyrrhynchium pumilum (Wilson) Loeske,0,0,A,[6],A,B,0,B,4,1,[]
1865,288500,infoflora:288500,Oxytropis fetida (Vill.) DC.,0,0,0,[3],0,0,0,0,2,3,['Endemische Art']
1866,289200,infoflora:289200,Oxytropis helvetica Scheele,0,0,0,[4],0,0,0,0,3,3,['Endemische Art']
1867,289400,infoflora:289400,Oxytropis lapponica (Wahlenb.) J. Gay,0,0,0,"[3, 4]",0,0,0,A,4,3,[]
1868,289500,infoflora:289500,Oxytropis neglecta Ten.,0,0,0,"[3, 4]",0,A,0,0,4,1,[]
1869,290000,infoflora:290000,Paeonia officinalis L.,0,0,0,"[4, 6]",A,A,0,0,4,1,"['Waldzielart', 'Geschützte Art NHV']"
1870,1795,nism:1795,Paludella squarrosa (Hedw.) Brid.,0,B,0,[2],0,B,0,A,2,3,[]
1871,290700,infoflora:290700,Papaver apulum Ten.,0,0,0,"[7, 8]",D,0,0,0,2,1,[]
1872,290800,infoflora:290800,Papaver argemone L.,0,B,B,"[7, 8]",A,A,D,B,4,1,['Landwirtschaftl. UZL-Art']
1873,291300,infoflora:291300,Papaver hybridum L.,0,0,0,"[7, 8]",D,0,0,0,2,1,['Landwirtschaftl. UZL-Art']
1874,291600,infoflora:291600,Papaver occidentale (Markgr.) H. E. Hess & Landolt,0,A,0,[3],0,0,0,A,3,3,"['Endemische Art', 'Geschützte Art NHV']"
1875,291900,infoflora:291900,Papaver sendtneri Hayek,0,0,0,[3],0,0,0,D,3,3,"['Endemische Art', 'Geschützte Art NHV']"
1876,293800,infoflora:293800,Pedicularis aspleniifolia Willd.,0,0,0,[3],0,0,0,0,3,3,['Endemische Art']
1877,294300,infoflora:294300,Pedicularis gyroflexa Vill.,0,0,0,[4],0,A,0,0,4,1,[]
1878,294500,infoflora:294500,Pedicularis oederi Hornem.,0,0,0,[4],0,0,0,A,4,3,[]
1879,295100,infoflora:295100,Pedicularis rostratospicata Crantz,0,0,0,[4],0,0,0,0,4,3,"['Landwirtschaftl. UZL-Art', 'Endemische Art']"
1880,295300,infoflora:295300,Pedicularis sylvatica L.,0,A,A,"[2, 5]",0,A,A,A,4,1,[]
1881,357,nism:357,Peltolepis quadrata (Saut.) Müll.Frib.,0,0,0,"[3, 4]",0,0,0,A,3,1,[]
1882,296760,infoflora:296760,Peucedanum austriacum subsp. rablense (Wulfen) Celak.,0,0,0,[5],A,A,0,0,3,2,[]
1883,296800,infoflora:296800,Peucedanum carvifolia Vill.,0,A,A,[5],A,A,A,A,4,1,[]
1884,297600,infoflora:297600,Peucedanum venetum (Spreng.) W. D. J. Koch,0,0,0,[5],A,A,0,0,4,1,['Landwirtschaftl. UZL-Art']
1885,10,nism:10,Phaeoceros laevis subsp. carolinianus (Michx.) Prosk.,0,B,A,[8],A,A,0,A,3,1,['Geschützte Art NHV']
1886,1815,nism:1815,Philonotis caespitosa Jur.,0,D,A,"[2, 3]",A,A,0,A,4,1,[]
1887,1812,nism:1812,Philonotis capillaris Lindb.,0,0,0,"[1, 3]",A,0,0,0,4,1,[]
1888,1819,nism:1819,Philonotis marchica (Hedw.) Brid.,0,0,A,[],A,D,0,D,2,1,[]
1889,1821,nism:1821,Philonotis rigida Brid.,0,0,0,[6],A,0,0,0,4,1,[]
1890,299800,infoflora:299800,Phleum paniculatum Huds.,0,D,A,[8],A,A,0,D,3,1,[]
1891,1825,nism:1825,Physcomitrium eurystomum Sendtn.,0,0,A,"[2, 8]",B,A,0,0,4,1,['Landwirtschaftl. UZL-Art']
1892,1827,nism:1827,Physcomitrium patens (Hedw.) Mitt.,0,0,A,"[2, 8]",A,B,0,A,4,1,['Landwirtschaftl. UZL-Art']
1893,1832,nism:1832,Physcomitrium sphaericum (Schkuhr) Brid.,0,0,D,[],D,0,0,0,2,1,[]
1894,301300,infoflora:301300,Phyteuma hedraianthifolium Rich. Schulz,0,0,0,[3],0,0,0,0,3,3,['Endemische Art']
1895,301500,infoflora:301500,Phyteuma humile Gaudin,0,0,0,[3],0,0,0,0,2,3,['Endemische Art']
1896,302200,infoflora:302200,Phyteuma scorzonerifolium Vill.,0,0,0,"[4, 5]",A,A,0,0,4,1,[]
1897,303600,infoflora:303600,Pilularia globulifera L.,0,C,A,[2],A,0,C,A,2,1,[]
1898,304390,infoflora:304390,Pinguicula grandiflora Lam.,0,A,0,"[2, 3]",0,0,0,0,2,2,[]
1899,306850,infoflora:306850,Pisum sativum subsp. biflorum (Raf.) Soldano,0,0,0,[5],A,A,0,0,4,1,[]
1900,1833,nism:1833,Plagiobryum demissum (Hook.) Lindb.,0,0,0,[4],D,0,0,A,1,3,['Landwirtschaftl. UZL-Art']
1901,359,nism:359,Plagiochasma rupestre (J.R.Forst. & G.Forst.) Steph.,0,0,0,[],A,0,0,0,4,1,[]
1902,2522,nism:2522,Plagiochila britannica Paton,0,0,0,[],0,0,0,0,4,1,[]
1903,362,nism:362,Plagiochila exigua (Taylor) Taylor,0,0,0,"[3, 6]",B,0,0,0,4,1,[]
1904,1868,nism:1868,Plagiothecium neckeroideum Schimp.,0,0,0,[6],0,B,0,B,2,3,[]
1905,1874,nism:1874,Plagiothecium piliferum (Sw.) Schimp.,0,0,0,[],D,0,0,0,4,1,[]
1906,1878,nism:1878,Plagiothecium ruthei Limpr.,0,A,A,[],A,A,A,A,4,1,[]
1907,307100,infoflora:307100,Plantago arenaria Waldst. & Kit.,0,D,A,[7],A,0,0,C,3,1,[]
1908,308200,infoflora:308200,Plantago sempervirens Crantz,0,0,C,[4],C,0,0,0,2,1,[]
1909,1890,nism:1890,Pleurochaete squarrosa (Brid.) Lindb.,0,A,A,[4],A,A,0,A,4,1,['Landwirtschaftl. UZL-Art']
1910,308900,infoflora:308900,Pleurospermum austriacum (L.) Hoffm.,0,0,A,[5],A,A,0,B,4,1,['Landwirtschaftl. UZL-Art']
1911,309300,infoflora:309300,Poa badensis Willd.,0,A,0,[4],A,A,0,B,4,1,[]
1912,310000,infoflora:310000,Poa glauca Vahl,0,A,C,[3],0,A,0,B,4,3,[]
1913,311000,infoflora:311000,Poa remota Forselles,0,0,A,[6],A,A,0,A,4,1,['Waldzielart']
1914,1902,nism:1902,Pohlia bulbifera (Warnst.) Warnst.,0,0,D,[4],B,D,0,D,4,1,[]
1915,1903,nism:1903,Pohlia camptotrachela (Renauld & Cardot) Broth.,0,0,0,[],0,0,0,A,4,1,[]
1916,2500,nism:2500,Pohlia flexuosa Hook.,0,0,0,[],A,B,0,0,2,3,[]
1917,1928,nism:1928,Pohlia lescuriana (Sull.) Ochi,0,B,0,[],0,B,0,0,4,1,[]
1918,1958,nism:1958,Pohlia sphagnicola (Bruch & Schimp.) Broth.,0,0,0,[2],0,0,0,0,4,1,[]
1919,1961,nism:1961,Pohlia vexans (Limpr.) H.Lindb.,0,0,0,[],0,D,0,D,2,3,[]
1920,312100,infoflora:312100,Polycnemum arvense L.,0,B,D,[8],A,A,0,D,2,1,['Landwirtschaftl. UZL-Art']
1921,312200,infoflora:312200,Polycnemum majus A. Braun,0,A,A,"[7, 8]",A,A,0,D,3,1,['Landwirtschaftl. UZL-Art']
